song name	Speech	Male speech, man speaking	Female speech, woman speaking	Child speech, kid speaking	Conversation	Narration, monologue	Babbling	Speech synthesizer	Shout	Bellow	Whoop	Yell	Battle cry	Children shouting	Screaming	Whispering	Laughter	Baby laughter	Giggle	Snicker	Belly laugh	Chuckle, chortle	Crying, sobbing	Baby cry, infant cry	Whimper	Wail, moan	Sigh	Singing	Choir	Yodeling	Chant	Mantra	Male singing	Female singing	Child singing	Synthetic singing	Rapping	Humming	Groan	Grunt	Whistling	Breathing	Wheeze	Snoring	Gasp	Pant	Snort	Cough	Throat clearing	Sneeze	Sniff	Run	Shuffle	Walk, footsteps	Chewing, mastication	Biting	Gargling	Stomach rumble	Burping, eructation	Hiccup	Fart	Hands	Finger snapping	Clapping	Heart sounds, heartbeat	Heart murmur	Cheering	Applause	Chatter	Crowd	Hubbub, speech noise, speech babble	Children playing	Animal	Domestic animals, pets	Dog	Bark	Yip	Howl	Bow-wow	Growling	Whimper (dog)	Cat	Purr	Meow	Hiss	Caterwaul	Livestock, farm animals, working animals	Horse	Clip-clop	Neigh, whinny	Cattle, bovinae	Moo	Cowbell	Pig	Oink	Goat	Bleat	Sheep	Fowl	Chicken, rooster	Cluck	Crowing, cock-a-doodle-doo	Turkey	Gobble	Duck	Quack	Goose	Honk	Wild animals	Roaring cats (lions, tigers)	Roar	Bird	Bird vocalization, bird call, bird song	Chirp, tweet	Squawk	Pigeon, dove	Coo	Crow	Caw	Owl	Hoot	Bird flight, flapping wings	Canidae, dogs, wolves	Rodents, rats, mice	Mouse	Patter	Insect	Cricket	Mosquito	Fly, housefly	Buzz	Bee, wasp, etc.	Frog	Croak	Snake	Rattle	Whale vocalization	Music	Musical instrument	Plucked string instrument	Guitar	Electric guitar	Bass guitar	Acoustic guitar	Steel guitar, slide guitar	Tapping (guitar technique)	Strum	Banjo	Sitar	Mandolin	Zither	Ukulele	Keyboard (musical)	Piano	Electric piano	Organ	Electronic organ	Hammond organ	Synthesizer	Sampler	Harpsichord	Percussion	Drum kit	Drum machine	Drum	Snare drum	Rimshot	Drum roll	Bass drum	Timpani	Tabla	Cymbal	Hi-hat	Wood block	Tambourine	Rattle (instrument)	Maraca	Gong	Tubular bells	Mallet percussion	Marimba, xylophone	Glockenspiel	Vibraphone	Steelpan	Orchestra	Brass instrument	French horn	Trumpet	Trombone	Bowed string instrument	String section	Violin, fiddle	Pizzicato	Cello	Double bass	Wind instrument, woodwind instrument	Flute	Saxophone	Clarinet	Harp	Bell	Church bell	Jingle bell	Bicycle bell	Tuning fork	Chime	Wind chime	Change ringing (campanology)	Harmonica	Accordion	Bagpipes	Didgeridoo	Shofar	Theremin	Singing bowl	Scratching (performance technique)	Pop music	Hip hop music	Beatboxing	Rock music	Heavy metal	Punk rock	Grunge	Progressive rock	Rock and roll	Psychedelic rock	Rhythm and blues	Soul music	Reggae	Country	Swing music	Bluegrass	Funk	Folk music	Middle Eastern music	Jazz	Disco	Classical music	Opera	Electronic music	House music	Techno	Dubstep	Drum and bass	Electronica	Electronic dance music	Ambient music	Trance music	Music of Latin America	Salsa music	Flamenco	Blues	Music for children	New-age music	Vocal music	A capella	Music of Africa	Afrobeat	Christian music	Gospel music	Music of Asia	Carnatic music	Music of Bollywood	Ska	Traditional music	Independent music	Song	Background music	Theme music	Jingle (music)	Soundtrack music	Lullaby	Video game music	Christmas music	Dance music	Wedding music	Happy music	Funny music	Sad music	Tender music	Exciting music	Angry music	Scary music	Wind	Rustling leaves	Wind noise (microphone)	Thunderstorm	Thunder	Water	Rain	Raindrop	Rain on surface	Stream	Waterfall	Ocean	Waves, surf	Steam	Gurgling	Fire	Crackle	Vehicle	Boat, Water vehicle	Sailboat, sailing ship	Rowboat, canoe, kayak	Motorboat, speedboat	Ship	Motor vehicle (road)	Car	Vehicle horn, car horn, honking	Toot	Car alarm	Power windows, electric windows	Skidding	Tire squeal	Car passing by	Race car, auto racing	Truck	Air brake	Air horn, truck horn	Reversing beeps	Ice cream truck, ice cream van	Bus	Emergency vehicle	Police car (siren)	Ambulance (siren)	Fire engine, fire truck (siren)	Motorcycle	Traffic noise, roadway noise	Rail transport	Train	Train whistle	Train horn	Railroad car, train wagon	Train wheels squealing	Subway, metro, underground	Aircraft	Aircraft engine	Jet engine	Propeller, airscrew	Helicopter	Fixed-wing aircraft, airplane	Bicycle	Skateboard	Engine	Light engine (high frequency)	Dental drill, dentist's drill	Lawn mower	Chainsaw	Medium engine (mid frequency)	Heavy engine (low frequency)	Engine knocking	Engine starting	Idling	Accelerating, revving, vroom	Door	Doorbell	Ding-dong	Sliding door	Slam	Knock	Tap	Squeak	Cupboard open or close	Drawer open or close	Dishes, pots, and pans	Cutlery, silverware	Chopping (food)	Frying (food)	Microwave oven	Blender	Water tap, faucet	Sink (filling or washing)	Bathtub (filling or washing)	Hair dryer	Toilet flush	Toothbrush	Electric toothbrush	Vacuum cleaner	Zipper (clothing)	Keys jangling	Coin (dropping)	Scissors	Electric shaver, electric razor	Shuffling cards	Typing	Typewriter	Computer keyboard	Writing	Alarm	Telephone	Telephone bell ringing	Ringtone	Telephone dialing, DTMF	Dial tone	Busy signal	Alarm clock	Siren	Civil defense siren	Buzzer	Smoke detector, smoke alarm	Fire alarm	Foghorn	Whistle	Steam whistle	Mechanisms	Ratchet, pawl	Clock	Tick	Tick-tock	Gears	Pulleys	Sewing machine	Mechanical fan	Air conditioning	Cash register	Printer	Camera	Single-lens reflex camera	Tools	Hammer	Jackhammer	Sawing	Filing (rasp)	Sanding	Power tool	Drill	Explosion	Gunshot, gunfire	Machine gun	Fusillade	Artillery fire	Cap gun	Fireworks	Firecracker	Burst, pop	Eruption	Boom	Wood	Chop	Splinter	Crack	Glass	Chink, clink	Shatter	Liquid	Splash, splatter	Slosh	Squish	Drip	Pour	Trickle, dribble	Gush	Fill (with liquid)	Spray	Pump (liquid)	Stir	Boiling	Sonar	Arrow	Whoosh, swoosh, swish	Thump, thud	Thunk	Electronic tuner	Effects unit	Chorus effect	Basketball bounce	Bang	Slap, smack	Whack, thwack	Smash, crash	Breaking	Bouncing	Whip	Flap	Scratch	Scrape	Rub	Roll	Crushing	Crumpling, crinkling	Tearing	Beep, bleep	Ping	Ding	Clang	Squeal	Creak	Rustle	Whir	Clatter	Sizzle	Clicking	Clickety-clack	Rumble	Plop	Jingle, tinkle	Hum	Zing	Boing	Crunch	Silence	Sine wave	Harmonic	Chirp tone	Sound effect	Pulse	Inside, small room	Inside, large room or hall	Inside, public space	Outside, urban or manmade	Outside, rural or natural	Reverberation	Echo	Noise	Environmental noise	Static	Mains hum	Distortion	Sidetone	Cacophony	White noise	Pink noise	Throbbing	Vibration	Television	Radio	Field recording
/tmp/tri/my_fun_playlist/My fun playlist/28098322 - Tame Impala - Lonerism - Feels Like We Only Go Backwards.m4a.wav	0.0232	0.0003	0.0003	0.0022	0.0001	0.0002	0.0008	0.0001	0.0003	0.0002	0.0003	0.0002	0.0001	0.0001	0.0005	0.0007	0.0007	0.0006	0.0006	0.0001	0.0005	0.0001	0.0011	0.0021	0.0008	0.0008	0.0002	0.0474	0.0026	0.0011	0.0009	0.0009	0.0025	0.0045	0.0028	0.0039	0.0013	0.0005	0.0002	0.0000	0.0028	0.0003	0.0002	0.0001	0.0001	0.0000	0.0002	0.0002	0.0001	0.0008	0.0001	0.0001	0.0000	0.0002	0.0003	0.0001	0.0000	0.0001	0.0001	0.0007	0.0001	0.0002	0.0001	0.0001	0.0014	0.0010	0.0001	0.0000	0.0000	0.0006	0.0000	0.0000	0.0071	0.0066	0.0035	0.0012	0.0007	0.0019	0.0007	0.0003	0.0005	0.0016	0.0001	0.0013	0.0001	0.0003	0.0005	0.0002	0.0002	0.0001	0.0001	0.0001	0.0003	0.0002	0.0002	0.0003	0.0006	0.0004	0.0009	0.0005	0.0003	0.0003	0.0002	0.0002	0.0002	0.0003	0.0002	0.0002	0.0001	0.0001	0.0001	0.0017	0.0007	0.0006	0.0003	0.0002	0.0001	0.0002	0.0002	0.0009	0.0001	0.0000	0.0014	0.0003	0.0003	0.0001	0.0006	0.0002	0.0004	0.0003	0.0003	0.0001	0.0004	0.0001	0.0001	0.0005	0.0001	0.6130	0.0637	0.0076	0.0127	0.0020	0.0042	0.0011	0.0012	0.0002	0.0011	0.0002	0.0001	0.0001	0.0001	0.0002	0.0032	0.0024	0.0015	0.0013	0.0016	0.0006	0.0097	0.0156	0.0001	0.0264	0.0742	0.0163	0.0719	0.0326	0.0308	0.0054	0.0529	0.0025	0.0001	0.0093	0.0060	0.0003	0.0001	0.0003	0.0002	0.0014	0.0002	0.0007	0.0010	0.0008	0.0002	0.0004	0.0021	0.0010	0.0002	0.0004	0.0003	0.0010	0.0001	0.0011	0.0003	0.0003	0.0003	0.0018	0.0015	0.0002	0.0002	0.0001	0.0005	0.0001	0.0009	0.0002	0.0003	0.0004	0.0002	0.0000	0.0011	0.0005	0.0001	0.0002	0.0006	0.0046	0.0007	0.0004	0.0178	0.0060	0.0003	0.0457	0.0022	0.0086	0.0293	0.0175	0.0117	0.0815	0.0172	0.0367	0.0083	0.0050	0.0035	0.0009	0.0169	0.0009	0.0015	0.0023	0.0025	0.0008	0.0003	0.0170	0.0016	0.0012	0.0040	0.0030	0.0033	0.0007	0.0066	0.0006	0.0010	0.0002	0.0000	0.0067	0.0041	0.0007	0.0024	0.0013	0.0005	0.0002	0.0071	0.0045	0.0012	0.0001	0.0004	0.0089	0.0004	0.0795	0.0175	0.0016	0.0017	0.0088	0.0034	0.0007	0.0004	0.0032	0.0025	0.0003	0.0037	0.0013	0.0003	0.0019	0.0065	0.0001	0.0001	0.0001	0.0001	0.0001	0.0000	0.0001	0.0002	0.0000	0.0000	0.0000	0.0001	0.0000	0.0001	0.0000	0.0001	0.0001	0.0001	0.0002	0.0025	0.0002	0.0001	0.0001	0.0001	0.0000	0.0002	0.0007	0.0009	0.0002	0.0011	0.0000	0.0000	0.0000	0.0001	0.0001	0.0002	0.0000	0.0003	0.0000	0.0002	0.0001	0.0011	0.0011	0.0005	0.0003	0.0002	0.0001	0.0001	0.0002	0.0001	0.0001	0.0001	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0001	0.0005	0.0009	0.0002	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0001	0.0001	0.0002	0.0004	0.0005	0.0001	0.0001	0.0001	0.0001	0.0010	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0001	0.0000	0.0001	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0004	0.0001	0.0002	0.0001	0.0000	0.0001	0.0000	0.0001	0.0002	0.0068	0.0009	0.0004	0.0023	0.0003	0.0016	0.0019	0.0006	0.0037	0.0008	0.0051	0.0133	0.0307	0.0004	0.0056	0.0001	0.0001	0.0001	0.0003	0.0008	0.0007	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0001	0.0001	0.0005	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0002	0.0002	0.0000	0.0000	0.0001	0.0002	0.0001	0.0001	0.0004	0.0001	0.0000	0.0000	0.0001	0.0000	0.0000	0.0001	0.0002	0.0000	0.0001	0.0001	0.0000	0.0002	0.0002	0.0000	0.0001	0.0000	0.0001	0.0003	0.0000	0.0000	0.0000	0.0011	0.0002	0.0003	0.0001	0.0001	0.0008	0.0047	0.0060	0.0001	0.0001	0.0002	0.0001	0.0000	0.0000	0.0001	0.0001	0.0001	0.0005	0.0001	0.0001	0.0095	0.0000	0.0000	0.0001	0.0041	0.0005	0.0009	0.0002	0.0001	0.0000	0.0004	0.0000	0.0003	0.0000	0.0009	0.0000	0.0002	0.0006	0.0004	0.0043	0.0001	0.0005	0.0001	0.0047	0.0144	0.0016	0.0054	0.0046	0.0002	0.0092	0.0033	0.0005	0.0015	0.0014	0.0019	0.0063	0.0002	0.0001	0.0008	0.0002	0.0028	0.0030	0.0001	0.0002	0.0000	0.0048	0.0001	0.0002	0.0006	0.0002
/tmp/tri/my_fun_playlist/My fun playlist/68266840 - HOMESHAKE - Midnight Snack - Faded.m4a.wav	0.0198	0.0004	0.0003	0.0018	0.0001	0.0003	0.0004	0.0001	0.0002	0.0001	0.0002	0.0001	0.0003	0.0001	0.0007	0.0002	0.0004	0.0003	0.0002	0.0001	0.0002	0.0001	0.0009	0.0017	0.0016	0.0004	0.0001	0.0283	0.0007	0.0001	0.0002	0.0008	0.0015	0.0030	0.0011	0.0011	0.0038	0.0007	0.0003	0.0000	0.0010	0.0004	0.0001	0.0000	0.0002	0.0001	0.0002	0.0003	0.0001	0.0004	0.0001	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0001	0.0003	0.0001	0.0002	0.0001	0.0003	0.0008	0.0006	0.0002	0.0000	0.0001	0.0006	0.0001	0.0001	0.0147	0.0133	0.0149	0.0045	0.0037	0.0245	0.0029	0.0008	0.0016	0.0004	0.0000	0.0002	0.0004	0.0001	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0006	0.0005	0.0002	0.0005	0.0001	0.0001	0.0001	0.0001	0.0002	0.0002	0.0000	0.0000	0.0001	0.0010	0.0003	0.0002	0.0001	0.0002	0.0001	0.0002	0.0002	0.0002	0.0001	0.0000	0.0060	0.0001	0.0001	0.0000	0.0003	0.0001	0.0001	0.0001	0.0002	0.0001	0.0001	0.0001	0.0001	0.0002	0.0000	0.7687	0.0522	0.0070	0.0092	0.0020	0.0027	0.0014	0.0039	0.0003	0.0013	0.0002	0.0003	0.0003	0.0004	0.0003	0.0214	0.0206	0.0133	0.0060	0.0033	0.0032	0.0365	0.0122	0.0006	0.0014	0.0024	0.0109	0.0038	0.0005	0.0005	0.0001	0.0015	0.0002	0.0001	0.0003	0.0002	0.0001	0.0001	0.0000	0.0001	0.0007	0.0005	0.0012	0.0014	0.0014	0.0004	0.0003	0.0015	0.0069	0.0049	0.0040	0.0017	0.0015	0.0002	0.0038	0.0012	0.0007	0.0003	0.0180	0.0094	0.0019	0.0019	0.0009	0.0009	0.0008	0.0002	0.0001	0.0004	0.0005	0.0002	0.0002	0.0082	0.0007	0.0017	0.0001	0.0116	0.0076	0.0021	0.0001	0.0152	0.0334	0.0001	0.0021	0.0008	0.0016	0.0020	0.0035	0.0007	0.0006	0.1781	0.1229	0.0032	0.0015	0.0003	0.0005	0.0104	0.0007	0.0024	0.0074	0.0009	0.0029	0.0003	0.0145	0.0035	0.0012	0.0027	0.0004	0.0083	0.0008	0.0585	0.0006	0.0004	0.0001	0.0001	0.0169	0.0020	0.0213	0.0006	0.0003	0.0019	0.0016	0.0072	0.0094	0.0009	0.0003	0.0002	0.0003	0.0011	0.0295	0.0164	0.0074	0.0045	0.0008	0.0117	0.0169	0.0005	0.0059	0.0027	0.0020	0.0063	0.0005	0.0144	0.0499	0.0047	0.0000	0.0002	0.0001	0.0001	0.0001	0.0000	0.0000	0.0002	0.0001	0.0001	0.0001	0.0001	0.0000	0.0001	0.0000	0.0003	0.0001	0.0001	0.0001	0.0022	0.0001	0.0000	0.0001	0.0000	0.0000	0.0003	0.0005	0.0011	0.0001	0.0007	0.0000	0.0000	0.0000	0.0001	0.0001	0.0003	0.0000	0.0006	0.0000	0.0003	0.0001	0.0019	0.0015	0.0007	0.0007	0.0001	0.0001	0.0003	0.0003	0.0002	0.0001	0.0002	0.0000	0.0000	0.0001	0.0000	0.0001	0.0000	0.0000	0.0001	0.0001	0.0001	0.0003	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0001	0.0002	0.0001	0.0002	0.0003	0.0001	0.0001	0.0001	0.0001	0.0008	0.0000	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0001	0.0000	0.0001	0.0000	0.0000	0.0000	0.0001	0.0001	0.0031	0.0006	0.0005	0.0020	0.0002	0.0018	0.0013	0.0008	0.0090	0.0026	0.0023	0.0021	0.0051	0.0003	0.0033	0.0002	0.0001	0.0000	0.0004	0.0005	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0002	0.0002	0.0001	0.0000	0.0000	0.0001	0.0000	0.0001	0.0001	0.0001	0.0003	0.0000	0.0000	0.0000	0.0002	0.0001	0.0001	0.0002	0.0000	0.0000	0.0001	0.0009	0.0000	0.0000	0.0002	0.0002	0.0000	0.0001	0.0000	0.0000	0.0001	0.0004	0.0000	0.0001	0.0001	0.0001	0.0009	0.0000	0.0001	0.0000	0.0004	0.0001	0.0001	0.0001	0.0001	0.0038	0.0042	0.0025	0.0001	0.0000	0.0005	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0001	0.0003	0.0000	0.0000	0.0000	0.0022	0.0009	0.0007	0.0002	0.0001	0.0000	0.0002	0.0000	0.0002	0.0001	0.0001	0.0000	0.0001	0.0002	0.0004	0.0025	0.0022	0.0001	0.0000	0.0017	0.0067	0.0128	0.0015	0.0028	0.0017	0.0090	0.0023	0.0005	0.0010	0.0012	0.0032	0.0128	0.0002	0.0001	0.0024	0.0003	0.0015	0.0007	0.0002	0.0004	0.0000	0.0023	0.0001	0.0003	0.0006	0.0001
/tmp/tri/my_fun_playlist/My fun playlist/34395403 - alt-J - An Awesome Wave - Breezeblocks.m4a.wav	0.0326	0.0005	0.0003	0.0009	0.0001	0.0004	0.0002	0.0001	0.0002	0.0002	0.0003	0.0003	0.0000	0.0000	0.0003	0.0006	0.0003	0.0002	0.0002	0.0001	0.0001	0.0001	0.0003	0.0003	0.0005	0.0003	0.0004	0.0438	0.0002	0.0001	0.0005	0.0013	0.0029	0.0005	0.0002	0.0003	0.0029	0.0007	0.0006	0.0001	0.0007	0.0003	0.0001	0.0000	0.0005	0.0000	0.0002	0.0003	0.0003	0.0002	0.0001	0.0001	0.0000	0.0001	0.0001	0.0001	0.0000	0.0001	0.0001	0.0003	0.0001	0.0001	0.0001	0.0001	0.0005	0.0005	0.0001	0.0000	0.0000	0.0004	0.0001	0.0000	0.0039	0.0033	0.0029	0.0009	0.0007	0.0018	0.0010	0.0003	0.0004	0.0003	0.0001	0.0002	0.0001	0.0001	0.0004	0.0001	0.0001	0.0000	0.0001	0.0001	0.0016	0.0001	0.0002	0.0001	0.0002	0.0002	0.0008	0.0005	0.0003	0.0004	0.0002	0.0001	0.0001	0.0003	0.0002	0.0002	0.0001	0.0000	0.0001	0.0011	0.0005	0.0005	0.0000	0.0001	0.0001	0.0001	0.0001	0.0003	0.0001	0.0000	0.0014	0.0001	0.0002	0.0000	0.0005	0.0003	0.0002	0.0002	0.0004	0.0001	0.0005	0.0003	0.0001	0.0003	0.0000	0.6927	0.0501	0.0112	0.0171	0.0031	0.0085	0.0028	0.0010	0.0007	0.0025	0.0006	0.0001	0.0002	0.0002	0.0004	0.0023	0.0023	0.0017	0.0004	0.0003	0.0002	0.0071	0.0124	0.0002	0.0180	0.0445	0.0075	0.0408	0.0181	0.0145	0.0034	0.0274	0.0007	0.0001	0.0090	0.0067	0.0011	0.0002	0.0001	0.0002	0.0005	0.0005	0.0028	0.0035	0.0039	0.0007	0.0001	0.0007	0.0008	0.0003	0.0005	0.0003	0.0015	0.0001	0.0006	0.0006	0.0006	0.0007	0.0023	0.0011	0.0002	0.0003	0.0002	0.0007	0.0001	0.0010	0.0007	0.0010	0.0016	0.0008	0.0000	0.0007	0.0003	0.0001	0.0005	0.0005	0.0017	0.0011	0.0001	0.0224	0.0078	0.0003	0.0517	0.0107	0.0378	0.1401	0.0285	0.0149	0.0211	0.0367	0.0120	0.0041	0.0123	0.0005	0.0036	0.0134	0.0009	0.0016	0.0075	0.0011	0.0007	0.0001	0.0051	0.0016	0.0008	0.0012	0.0008	0.0020	0.0006	0.0024	0.0005	0.0005	0.0002	0.0001	0.0174	0.0048	0.0029	0.0013	0.0003	0.0006	0.0004	0.0033	0.0015	0.0005	0.0002	0.0002	0.0076	0.0003	0.1630	0.0146	0.0057	0.0032	0.0041	0.0130	0.0028	0.0010	0.0029	0.0069	0.0003	0.0111	0.0022	0.0015	0.0076	0.0182	0.0005	0.0002	0.0001	0.0001	0.0001	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0001	0.0018	0.0002	0.0000	0.0001	0.0001	0.0000	0.0001	0.0004	0.0008	0.0001	0.0008	0.0000	0.0000	0.0000	0.0001	0.0001	0.0002	0.0000	0.0003	0.0000	0.0001	0.0000	0.0008	0.0008	0.0004	0.0002	0.0002	0.0000	0.0001	0.0002	0.0001	0.0001	0.0001	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0001	0.0001	0.0004	0.0006	0.0002	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0001	0.0001	0.0001	0.0030	0.0048	0.0000	0.0001	0.0001	0.0001	0.0002	0.0000	0.0000	0.0002	0.0001	0.0000	0.0000	0.0001	0.0000	0.0001	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0004	0.0001	0.0001	0.0002	0.0000	0.0001	0.0000	0.0001	0.0001	0.0168	0.0012	0.0008	0.0028	0.0003	0.0025	0.0031	0.0018	0.0030	0.0006	0.0049	0.0115	0.0243	0.0003	0.0023	0.0001	0.0001	0.0000	0.0004	0.0004	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0003	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0002	0.0003	0.0001	0.0000	0.0000	0.0003	0.0002	0.0001	0.0006	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0003	0.0010	0.0001	0.0001	0.0000	0.0000	0.0001	0.0001	0.0000	0.0001	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0010	0.0001	0.0002	0.0001	0.0002	0.0041	0.0049	0.0022	0.0001	0.0003	0.0002	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0001	0.0001	0.0001	0.0070	0.0000	0.0000	0.0000	0.0080	0.0007	0.0036	0.0007	0.0000	0.0000	0.0003	0.0000	0.0003	0.0000	0.0004	0.0000	0.0001	0.0005	0.0026	0.0018	0.0002	0.0005	0.0001	0.0066	0.0142	0.0030	0.0043	0.0041	0.0002	0.0116	0.0022	0.0004	0.0013	0.0014	0.0013	0.0063	0.0004	0.0002	0.0014	0.0005	0.0030	0.0023	0.0003	0.0002	0.0000	0.0011	0.0001	0.0002	0.0004	0.0001
